Date,Apple,Amazon,Msft,Ibm,Spx
8/14/2018,0.42%,1.24%,1.25%,0.46%,0.64%
8/15/2018,0.23%,-1.93%,-1.73%,0.38%,-0.76%
8/16/2018,1.46%,0.21%,-0.02%,0.99%,0.79%
8/17/2018,2.00%,-0.23%,-0.06%,0.50%,0.33%
8/20/2018,-0.97%,-0.29%,-0.66%,0.31%,0.24%
8/21/2018,-0.19%,0.36%,-0.83%,-0.37%,0.21%
8/22/2018,0.00%,1.14%,1.02%,-0.50%,-0.04%
8/23/2018,0.20%,-0.10%,0.47%,0.09%,-0.17%
8/24/2018,0.31%,0.13%,0.78%,0.46%,0.62%
8/27/2018,0.82%,1.17%,1.11%,0.45%,0.77%
8/28/2018,0.81%,0.27%,0.60%,-0.07%,0.03%
8/29/2018,1.49%,3.38%,1.60%,0.65%,0.57%
8/30/2018,0.92%,0.21%,-0.06%,-1.09%,-0.44%
8/31/2018,1.16%,0.52%,0.34%,0.38%,0.01%
9/4/2018,0.32%,1.33%,-0.55%,-0.55%,-0.17%
9/5/2018,-0.65%,-2.19%,-2.88%,0.67%,-0.28%
9/6/2018,-1.66%,-1.83%,0.23%,-0.18%,-0.37%
9/7/2018,-0.81%,-0.32%,-0.49%,-0.64%,-0.22%
9/10/2018,-1.34%,-0.67%,1.08%,0.14%,0.19%
9/11/2018,2.53%,2.48%,1.70%,0.58%,0.37%
9/12/2018,-1.24%,0.14%,0.42%,0.05%,0.04%
9/13/2018,2.42%,-0.01%,1.07%,1.62%,0.53%
9/14/2018,-1.14%,-0.99%,0.41%,-0.42%,0.03%
9/17/2018,-2.66%,-3.16%,-1.08%,-0.26%,-0.56%
9/18/2018,0.17%,1.73%,0.95%,0.42%,0.54%
9/19/2018,0.06%,-0.75%,-1.33%,0.34%,0.13%
9/20/2018,0.76%,0.93%,1.67%,1.40%,0.78%
9/21/2018,-1.08%,-1.51%,0.61%,0.13%,-0.04%
9/24/2018,1.44%,1.01%,0.36%,-0.87%,-0.35%
9/25/2018,0.63%,2.08%,-0.19%,-0.75%,-0.13%
9/26/2018,-0.80%,0.02%,-0.41%,1.81%,-0.33%
9/27/2018,2.06%,1.93%,0.38%,-0.07%,0.28%
9/28/2018,0.35%,-0.50%,-0.03%,-0.19%,0.00%
10/1/2018,0.67%,0.07%,1.08%,1.18%,0.36%
10/2/2018,0.89%,-1.65%,-0.40%,0.49%,-0.04%
10/3/2018,1.22%,-0.94%,0.02%,-0.34%,0.07%
10/4/2018,-1.76%,-2.22%,-2.07%,-1.25%,-0.82%
10/5/2018,-1.62%,-1.04%,-0.59%,-1.51%,-0.55%
10/8/2018,-0.23%,-1.34%,-1.14%,-0.43%,-0.04%
10/9/2018,1.39%,0.32%,1.27%,-0.77%,-0.14%
10/10/2018,-4.63%,-6.15%,-5.43%,-3.09%,-3.29%
10/11/2018,-0.88%,-2.04%,-0.24%,-2.57%,-2.06%
10/12/2018,3.57%,4.03%,3.46%,1.32%,1.42%
10/15/2018,-2.14%,-1.55%,-1.80%,0.20%,-0.59%
10/16/2018,2.20%,3.35%,3.16%,2.83%,2.15%
10/17/2018,-0.43%,0.65%,-0.26%,-7.63%,-0.03%
10/18/2018,-2.34%,-3.33%,-2.00%,-2.61%,-1.44%
10/19/2018,1.52%,-0.38%,0.15%,-1.11%,-0.04%
10/22/2018,0.61%,1.43%,0.89%,0.71%,-0.43%
10/23/2018,0.94%,-1.15%,-1.40%,0.92%,-0.55%
10/24/2018,-3.43%,-5.91%,-5.35%,-3.05%,-3.09%
10/25/2018,2.19%,7.09%,5.84%,-0.60%,1.86%
10/26/2018,-1.59%,-7.82%,-1.24%,-1.31%,-1.73%
10/29/2018,-1.88%,-6.33%,-2.91%,-4.13%,-0.66%
10/30/2018,0.50%,-0.55%,-0.12%,-3.54%,1.57%
10/31/2018,2.61%,4.42%,2.97%,0.03%,1.09%
11/1/2018,1.54%,4.23%,-0.83%,1.21%,1.06%
11/2/2018,-6.63%,0.00%,0.23%,-0.99%,-0.63%
11/5/2018,-2.84%,-2.27%,1.27%,3.80%,0.56%
11/6/2018,1.08%,0.92%,0.20%,2.55%,0.63%
11/7/2018,3.03%,6.86%,3.94%,1.40%,2.12%
11/8/2018,-0.70%,-0.03%,-0.19%,-1.17%,-0.25%
11/9/2018,-1.93%,-2.42%,-1.95%,0.13%,-0.92%
11/12/2018,-5.04%,-4.41%,-2.46%,-2.14%,-1.97%
11/13/2018,-1.00%,-0.35%,0.07%,-0.05%,-0.15%
11/14/2018,-2.82%,-1.97%,-1.84%,-0.53%,-0.76%
11/15/2018,2.47%,1.28%,2.20%,1.03%,1.06%
11/16/2018,1.11%,-1.61%,0.94%,0.11%,0.22%
11/19/2018,-3.96%,-5.09%,-3.39%,-1.04%,-1.66%
11/20/2018,-4.78%,-1.11%,-2.78%,-2.58%,-1.82%
11/21/2018,-0.11%,1.42%,1.38%,1.17%,0.30%
11/23/2018,-2.54%,-0.97%,-0.04%,-1.16%,-0.66%
11/26/2018,1.35%,5.28%,3.30%,2.02%,1.55%
11/27/2018,-0.22%,0.01%,0.63%,0.39%,0.33%
11/28/2018,3.85%,6.09%,3.71%,2.47%,2.30%
11/29/2018,-0.77%,-0.25%,-0.84%,-1.24%,-0.22%
11/30/2018,-0.54%,0.99%,0.64%,2.30%,0.82%
12/3/2018,3.49%,4.86%,1.08%,0.84%,1.09%
12/4/2018,-4.40%,-5.87%,-3.18%,-2.96%,-3.24%
12/6/2018,-1.11%,1.85%,0.62%,1.90%,-0.15%
12/7/2018,-3.57%,-4.12%,-4.00%,-3.69%,-2.33%
12/10/2018,0.66%,0.73%,2.64%,1.50%,0.18%
12/11/2018,-0.57%,0.13%,0.93%,-0.20%,-0.04%
12/12/2018,0.28%,1.24%,0.45%,0.22%,0.54%
12/13/2018,1.09%,-0.31%,0.34%,-0.35%,-0.02%
12/14/2018,-3.20%,-4.01%,-3.12%,-0.69%,-1.91%
12/17/2018,-0.93%,-4.46%,-2.96%,-3.17%,-2.08%
12/18/2018,1.30%,2.01%,1.05%,0.47%,0.01%
12/19/2018,-3.12%,-3.64%,-0.27%,-0.19%,-1.54%
12/20/2018,-2.52%,-2.29%,-2.10%,-2.93%,-1.58%
12/21/2018,-3.89%,-5.71%,-3.23%,-1.84%,-2.06%
12/24/2018,-2.59%,-2.43%,-4.17%,-3.04%,-2.71%
12/26/2018,7.04%,9.45%,6.83%,3.55%,4.96%
12/27/2018,-0.65%,-0.63%,0.62%,2.15%,0.86%
12/28/2018,0.05%,1.12%,-0.78%,-0.66%,-0.12%
12/31/2018,0.97%,1.62%,1.18%,0.57%,0.85%
1/2/2019,0.11%,2.47%,-0.44%,1.35%,0.13%
1/3/2019,-9.96%,-2.52%,-3.68%,-2.00%,-2.48%
1/4/2019,4.27%,5.01%,4.65%,3.91%,3.43%
1/7/2019,-0.22%,3.44%,0.13%,0.71%,0.70%
1/8/2019,1.91%,1.66%,0.73%,1.42%,0.97%
1/9/2019,1.70%,0.17%,1.43%,0.72%,0.41%
1/10/2019,0.32%,-0.19%,-0.64%,0.91%,0.45%
1/11/2019,-0.98%,-0.95%,-0.77%,-0.27%,-0.01%
1/14/2019,-1.50%,-1.42%,-0.73%,-0.88%,-0.53%
1/15/2019,2.05%,3.55%,2.90%,1.11%,1.07%
1/16/2019,1.22%,0.55%,0.35%,-0.09%,0.22%
1/17/2019,0.59%,0.56%,0.70%,0.47%,0.76%
1/18/2019,0.62%,0.18%,1.50%,1.33%,1.32%
1/22/2019,-2.24%,-3.77%,-1.88%,-1.05%,-1.42%
1/23/2019,0.40%,0.48%,0.97%,8.46%,0.22%
1/24/2019,-0.79%,0.91%,-0.48%,-0.27%,0.14%
1/25/2019,3.31%,0.95%,0.91%,1.09%,0.85%
1/28/2019,-0.93%,-1.96%,-1.95%,0.22%,-0.78%
1/29/2019,-1.04%,-2.69%,-2.04%,0.04%,-0.15%
1/30/2019,6.83%,4.80%,3.34%,0.04%,1.55%
1/31/2019,0.72%,2.89%,-1.83%,0.03%,0.86%
2/1/2019,0.05%,-5.38%,-1.58%,-0.24%,0.09%
2/4/2019,2.84%,0.44%,2.88%,0.81%,0.68%
2/5/2019,1.71%,1.56%,1.40%,0.27%,0.47%
2/6/2019,0.03%,-1.12%,-1.11%,0.57%,-0.22%
2/7/2019,-1.89%,-1.58%,-0.72%,-2.30%,-0.94%
2/8/2019,-0.31%,-1.62%,0.38%,0.39%,0.07%
2/11/2019,-0.58%,0.18%,-0.40%,0.21%,0.07%
2/12/2019,0.86%,2.95%,1.56%,1.54%,1.29%
2/13/2019,-0.42%,0.12%,-0.07%,1.08%,0.30%
2/14/2019,0.36%,-1.06%,0.08%,-0.76%,-0.27%
2/15/2019,-0.22%,-0.91%,1.23%,1.14%,1.09%
2/19/2019,0.30%,1.22%,-0.05%,0.49%,0.15%
2/20/2019,0.64%,-0.34%,-0.94%,-0.50%,0.18%
2/21/2019,-0.56%,-0.16%,2.11%,-0.12%,-0.35%
2/22/2019,1.12%,0.75%,1.43%,1.02%,0.64%
2/25/2019,0.73%,0.09%,0.56%,0.15%,0.12%
2/26/2019,0.06%,0.21%,0.69%,0.19%,-0.08%
2/27/2019,0.31%,0.29%,-0.17%,-0.39%,-0.05%
2/28/2019,-0.98%,-0.08%,-0.12%,-0.75%,-0.28%
3/1/2019,1.05%,1.95%,0.45%,0.77%,0.69%
3/4/2019,0.50%,1.46%,-0.24%,-0.55%,-0.39%
3/5/2019,-0.18%,-0.22%,-0.50%,-0.40%,-0.11%
3/6/2019,-0.58%,-1.39%,0.04%,-0.65%,-0.65%
3/7/2019,-1.16%,-2.58%,-1.22%,-1.18%,-0.81%
3/8/2019,0.24%,-0.32%,0.11%,-0.20%,-0.21%
3/11/2019,3.46%,3.07%,2.10%,1.94%,1.47%
3/12/2019,1.12%,0.15%,0.70%,0.41%,0.30%
3/13/2019,0.44%,1.06%,0.77%,0.20%,0.69%
3/14/2019,1.11%,-0.27%,0.08%,0.17%,-0.09%
3/15/2019,1.30%,1.55%,1.15%,0.46%,0.50%
3/18/2019,1.02%,1.74%,1.43%,0.56%,0.37%
3/19/2019,-0.79%,1.13%,0.07%,0.20%,-0.01%
3/20/2019,0.87%,2.01%,-0.11%,-0.63%,-0.29%
3/21/2019,3.68%,1.22%,2.30%,1.32%,1.09%
3/22/2019,-2.07%,-3.00%,-2.64%,-1.41%,-1.90%
3/25/2019,-1.21%,0.54%,0.52%,-0.19%,-0.08%
3/26/2019,-1.03%,0.54%,0.21%,0.75%,0.72%
3/27/2019,0.90%,-1.01%,-0.97%,-0.70%,-0.46%
3/28/2019,0.13%,0.44%,0.14%,0.49%,0.36%
3/29/2019,0.65%,0.41%,0.86%,0.84%,0.67%
4/1/2019,0.68%,1.88%,0.92%,1.56%,1.16%
4/2/2019,1.45%,-0.01%,0.14%,-0.21%,0.00%
4/3/2019,0.69%,0.37%,0.65%,0.44%,0.21%
4/4/2019,0.17%,-0.10%,-0.51%,-0.59%,0.21%
4/5/2019,0.67%,1.01%,0.44%,0.35%,0.46%
4/8/2019,1.57%,0.68%,0.03%,0.08%,0.10%
4/9/2019,-0.30%,-0.76%,-0.54%,-0.89%,-0.61%
4/10/2019,0.56%,0.63%,0.76%,0.64%,0.35%
4/11/2019,-0.83%,-0.18%,0.12%,0.53%,0.00%
4/12/2019,-0.04%,-0.05%,0.52%,0.40%,0.66%
4/15/2019,0.18%,0.10%,0.08%,-0.31%,-0.06%
4/16/2019,0.01%,0.98%,-0.23%,0.86%,0.05%
4/17/2019,1.95%,0.10%,0.83%,-4.15%,-0.23%
4/18/2019,0.36%,-0.17%,1.31%,0.88%,0.16%
4/22/2019,0.33%,1.38%,0.32%,-1.03%,0.10%
4/23/2019,1.44%,1.93%,1.36%,1.12%,0.88%
4/24/2019,-0.15%,-1.14%,-0.34%,-0.35%,-0.22%
4/25/2019,-0.91%,0.03%,3.31%,-0.94%,-0.04%
4/26/2019,-0.48%,2.54%,0.57%,0.58%,0.47%
4/29/2019,0.15%,-0.63%,-0.09%,-0.28%,0.11%
4/30/2019,-1.93%,-0.61%,0.64%,0.88%,0.10%
5/1/2019,4.91%,-0.78%,-2.08%,0.21%,-0.75%
5/2/2019,-0.65%,-0.56%,-1.31%,-0.69%,-0.21%
5/3/2019,1.24%,3.24%,2.13%,0.47%,0.96%
5/6/2019,-1.54%,-0.61%,-0.58%,0.09%,-0.45%
5/7/2019,-2.70%,-1.51%,-2.05%,-1.95%,-1.65%
5/8/2019,0.02%,-0.17%,-0.01%,0.26%,-0.16%
5/9/2019,-1.07%,-0.93%,-0.01%,-1.93%,-0.30%
5/10/2019,-1.76%,-0.52%,1.30%,-0.01%,0.37%
5/13/2019,-5.81%,-3.56%,-2.97%,-2.88%,-2.41%
5/14/2019,1.58%,0.96%,1.12%,1.44%,0.80%
5/15/2019,1.20%,1.69%,1.03%,0.82%,0.58%
5/16/2019,-0.44%,1.95%,2.31%,1.10%,0.89%
5/17/2019,-0.57%,-2.02%,-0.67%,-1.15%,-0.58%
5/20/2019,-3.13%,-0.54%,-1.44%,0.60%,-0.67%
5/21/2019,1.92%,-0.08%,0.54%,0.98%,0.85%
5/22/2019,-2.05%,0.12%,0.61%,-0.07%,-0.28%
5/23/2019,-1.71%,-2.38%,-1.17%,-2.90%,-1.19%
5/24/2019,-0.38%,0.43%,0.05%,-0.08%,0.14%
5/28/2019,-0.41%,0.72%,-0.06%,-1.38%,-0.84%
5/29/2019,-0.48%,-0.94%,-0.97%,-0.59%,-0.69%
5/30/2019,0.52%,-0.16%,0.63%,-0.09%,0.21%
5/31/2019,-1.81%,-2.27%,-1.63%,-1.99%,-1.32%
6/3/2019,-1.01%,-4.64%,-3.10%,1.01%,-0.28%
6/4/2019,3.66%,2.18%,2.77%,3.45%,2.14%
6/5/2019,1.61%,0.52%,2.17%,-0.90%,0.82%
6/6/2019,1.47%,0.91%,1.58%,0.56%,0.61%
6/7/2019,2.66%,2.83%,2.80%,0.82%,1.05%
6/10/2019,1.28%,3.14%,0.91%,1.07%,0.47%
6/11/2019,1.16%,0.16%,-0.38%,0.90%,-0.03%
6/12/2019,-0.32%,-0.45%,-0.46%,-0.79%,-0.20%
6/13/2019,-0.02%,0.81%,0.63%,0.66%,0.41%
6/14/2019,-0.73%,-0.03%,0.10%,-0.45%,-0.16%
6/17/2019,0.60%,0.88%,0.30%,-0.15%,0.09%
6/18/2019,2.35%,0.81%,1.74%,1.06%,0.97%
6/19/2019,-0.29%,0.39%,0.39%,0.51%,0.30%
6/20/2019,0.80%,0.49%,0.93%,1.29%,0.95%
6/21/2019,-0.34%,-0.36%,0.01%,0.25%,-0.13%
6/24/2019,-0.10%,0.14%,0.59%,0.11%,-0.17%
6/25/2019,-1.52%,-1.86%,-3.16%,-0.71%,-0.95%
6/26/2019,2.16%,1.04%,0.37%,0.12%,-0.12%
6/27/2019,-0.03%,0.34%,0.16%,0.00%,0.38%
6/28/2019,-0.91%,-0.56%,-0.14%,-0.45%,0.58%
7/1/2019,1.83%,1.51%,1.28%,1.44%,0.77%
7/2/2019,0.59%,0.63%,0.66%,0.24%,0.29%
7/3/2019,0.83%,0.24%,0.64%,0.94%,0.77%
7/5/2019,-0.09%,0.20%,-0.29%,-0.11%,-0.18%
7/8/2019,-2.06%,0.48%,-0.07%,-0.57%,-0.48%
7/9/2019,0.61%,1.84%,-0.37%,-0.88%,0.12%
7/10/2019,0.99%,1.46%,1.02%,0.82%,0.45%
7/11/2019,-0.73%,-0.81%,0.40%,0.55%,0.23%
7/12/2019,0.77%,0.50%,0.36%,1.06%,0.46%
7/15/2019,0.94%,0.50%,0.00%,0.41%,0.02%
7/16/2019,-0.35%,-0.55%,-1.31%,0.15%,-0.34%
7/17/2019,-0.56%,-0.89%,-0.59%,-0.32%,-0.65%
7/18/2019,1.14%,-0.71%,0.11%,4.59%,0.36%
7/19/2019,-1.49%,-0.68%,0.15%,0.03%,-0.62%
7/22/2019,2.29%,1.07%,1.32%,0.04%,0.28%
7/23/2019,0.78%,0.45%,0.62%,0.43%,0.68%
7/24/2019,-0.08%,0.32%,1.03%,-0.23%,0.47%
7/25/2019,-0.79%,-1.35%,-0.38%,0.24%,-0.53%
7/26/2019,0.35%,-1.56%,0.82%,0.64%,0.74%
7/29/2019,0.93%,-1.57%,-0.22%,-0.32%,-0.16%
7/30/2019,-0.43%,-0.73%,-0.48%,-0.74%,-0.26%
7/31/2019,2.04%,-1.67%,-2.91%,-1.02%,-1.09%
8/1/2019,-2.16%,-0.61%,1.31%,1.40%,-0.90%
8/2/2019,-2.12%,-1.73%,-0.84%,-2.04%,-0.73%
8/5/2019,-5.23%,-3.19%,-3.43%,-4.41%,-2.98%
8/6/2019,1.89%,1.29%,1.88%,-0.02%,1.30%
8/7/2019,1.04%,0.31%,0.44%,-1.15%,0.08%
8/8/2019,2.21%,2.20%,2.67%,0.71%,1.88%
8/9/2019,-1.20%,-1.38%,-0.85%,-2.83%,-0.66%
8/12/2019,-0.25%,-1.25%,-1.39%,-1.81%,-1.23%
8/13/2019,4.23%,2.21%,2.07%,1.59%,1.51%
8/14/2019,-2.98%,-3.36%,-3.33%,-3.34%,-2.93%
8/15/2019,-0.50%,0.75%,-0.22%,0.51%,0.25%
8/16/2019,2.36%,0.93%,1.83%,1.39%,1.44%
8/19/2019,1.86%,1.31%,1.67%,0.96%,1.21%
8/20/2019,0.00%,-0.81%,-0.83%,-1.51%,-0.79%
8/21/2019,1.08%,1.23%,1.11%,0.94%,0.82%
8/22/2019,-0.08%,-0.98%,-0.73%,0.05%,-0.05%
8/23/2019,-4.62%,-3.10%,-3.19%,-3.54%,-2.59%
8/26/2019,1.90%,1.10%,1.54%,0.32%,1.10%
8/27/2019,-1.13%,-0.40%,0.21%,0.91%,-0.32%
8/28/2019,0.67%,0.14%,-0.13%,1.21%,0.65%
8/29/2019,1.69%,1.26%,1.89%,1.60%,1.27%
8/30/2019,-0.13%,-0.57%,-0.19%,0.48%,0.06%
9/3/2019,-1.46%,0.76%,-1.32%,-1.06%,-0.69%
9/4/2019,1.70%,0.60%,1.17%,1.66%,1.08%
9/5/2019,1.96%,2.23%,1.76%,3.41%,1.30%
9/6/2019,-0.01%,-0.39%,-0.68%,-0.28%,0.09%
9/9/2019,0.43%,-0.12%,-1.14%,1.44%,-0.01%
9/10/2019,1.18%,-0.59%,-1.05%,1.72%,0.03%
9/11/2019,3.18%,0.13%,0.03%,-1.00%,0.72%
9/12/2019,-0.23%,1.13%,1.03%,0.01%,0.29%
9/13/2019,-1.94%,-0.23%,-0.15%,0.03%,-0.07%
9/16/2019,0.53%,-1.71%,-0.72%,-0.83%,-0.31%
9/17/2019,0.36%,0.81%,0.78%,-0.20%,0.26%
9/18/2019,0.94%,-0.28%,0.82%,0.01%,0.03%
9/19/2019,-0.81%,0.22%,1.84%,0.53%,0.00%
9/20/2019,-1.46%,-1.50%,-1.16%,-0.76%,-0.49%
9/23/2019,0.45%,-0.49%,-0.22%,0.13%,-0.01%
9/24/2019,-0.48%,-2.45%,-1.26%,-0.27%,-0.84%
9/25/2019,1.54%,1.53%,1.44%,1.04%,0.62%
9/26/2019,-0.52%,-1.61%,0.13%,0.27%,-0.24%
9/27/2019,-0.49%,-0.83%,-1.30%,-0.22%,-0.53%
9/30/2019,2.35%,0.61%,0.94%,1.52%,0.50%
10/1/2019,0.28%,-0.01%,-1.41%,-1.21%,-1.23%
10/2/2019,-2.51%,-1.29%,-1.77%,-1.37%,-1.79%
10/3/2019,0.85%,0.65%,1.21%,0.23%,0.80%
10/4/2019,2.80%,0.88%,1.35%,0.68%,1.42%
10/7/2019,0.02%,-0.40%,-0.72%,-1.20%,-0.45%
10/8/2019,-1.17%,-1.57%,-1.06%,-2.05%,-1.56%
10/9/2019,1.17%,0.97%,1.89%,0.93%,0.91%
10/10/2019,1.35%,-0.10%,0.62%,1.05%,0.64%
10/11/2019,2.66%,0.68%,0.42%,1.15%,1.09%
10/14/2019,-0.14%,0.26%,-0.09%,-0.50%,-0.14%
10/15/2019,-0.23%,1.78%,1.45%,0.68%,1.00%
10/16/2019,-0.40%,0.57%,-0.82%,-0.62%,-0.20%
10/17/2019,0.39%,0.57%,-0.51%,-5.52%,0.28%
10/18/2019,0.48%,-1.68%,-1.63%,-0.13%,-0.39%
10/21/2019,1.73%,1.60%,0.74%,-1.13%,0.69%
10/22/2019,-0.23%,-1.12%,-1.49%,1.04%,-0.36%
10/23/2019,1.34%,-0.20%,0.64%,0.31%,0.28%
10/24/2019,0.16%,1.06%,1.97%,-0.23%,0.19%
10/25/2019,1.23%,-1.09%,0.56%,1.02%,0.41%
10/28/2019,1.00%,0.89%,2.46%,0.39%,0.56%
10/29/2019,-2.31%,-0.81%,-0.94%,-1.58%,-0.08%
10/30/2019,-0.01%,0.98%,1.25%,1.07%,0.33%
10/31/2019,2.26%,-0.19%,-0.86%,-1.12%,-0.30%
11/1/2019,2.84%,0.83%,0.24%,1.35%,0.97%
11/4/2019,0.66%,0.74%,0.58%,1.58%,0.37%
11/5/2019,-0.14%,-0.16%,-0.06%,0.16%,-0.12%
11/6/2019,0.04%,-0.33%,-0.28%,0.65%,0.07%
11/7/2019,0.85%,-0.42%,0.14%,-0.79%,0.27%
11/8/2019,0.27%,-0.13%,1.18%,-0.06%,0.26%
11/11/2019,0.79%,-0.80%,0.10%,-1.56%,-0.20%
11/12/2019,-0.09%,0.36%,0.66%,0.09%,0.16%
11/13/2019,0.96%,-1.40%,0.16%,-0.82%,0.07%
11/14/2019,-0.69%,0.08%,0.51%,-0.36%,0.08%
11/15/2019,1.19%,-0.86%,1.29%,0.30%,0.77%
11/18/2019,0.50%,0.75%,0.25%,-0.07%,0.05%
11/19/2019,-0.30%,0.01%,0.03%,0.16%,-0.06%
11/20/2019,-1.16%,-0.41%,-0.51%,-0.98%,-0.38%
11/21/2019,-0.45%,-0.62%,-0.09%,0.48%,-0.16%
11/22/2019,-0.09%,0.63%,0.07%,0.37%,0.22%
11/25/2019,1.75%,1.61%,1.10%,1.21%,0.75%
11/26/2019,-0.78%,1.30%,0.53%,-0.65%,0.22%
11/27/2019,1.34%,1.20%,0.19%,-0.98%,0.42%
11/29/2019,-0.22%,-0.97%,-0.62%,0.51%,-0.40%
12/2/2019,-1.16%,-1.07%,-1.21%,-1.15%,-0.86%
12/3/2019,-1.78%,-0.65%,-0.16%,-0.59%,-0.66%
12/4/2019,0.88%,-0.52%,0.36%,-0.10%,0.63%
12/5/2019,1.47%,-1.15%,0.05%,-0.06%,0.15%
12/6/2019,1.93%,0.64%,1.21%,0.99%,0.91%
12/9/2019,-1.40%,-0.12%,-0.26%,0.53%,-0.32%
12/10/2019,0.58%,-0.59%,-0.15%,-0.01%,-0.11%
12/11/2019,0.85%,0.55%,0.38%,-0.11%,0.29%
12/12/2019,0.25%,0.66%,1.02%,1.17%,0.86%
12/13/2019,1.36%,0.03%,0.84%,-0.82%,0.01%
12/16/2019,1.71%,0.47%,0.65%,-0.06%,0.71%
12/17/2019,0.20%,1.21%,-0.54%,0.07%,0.03%
12/18/2019,-0.24%,-0.37%,-0.21%,0.14%,-0.04%
12/19/2019,0.10%,0.46%,0.87%,0.11%,0.45%
12/20/2019,-0.21%,-0.32%,1.09%,0.77%,0.49%
12/23/2019,1.63%,0.36%,0.00%,-0.03%,0.09%
12/24/2019,0.10%,-0.21%,-0.02%,-0.42%,-0.02%
12/26/2019,1.98%,4.45%,0.82%,-0.05%,0.51%
12/27/2019,-0.04%,0.06%,0.18%,0.27%,0.00%
12/30/2019,0.59%,-1.23%,-0.86%,-1.82%,-0.58%
12/31/2019,0.73%,0.05%,0.07%,0.93%,0.29%
1/2/2020,2.28%,2.72%,1.85%,1.03%,0.84%
1/3/2020,-0.97%,-1.21%,-1.25%,-0.80%,-0.71%
1/6/2020,0.80%,1.49%,0.26%,-0.18%,0.35%
1/7/2020,-0.47%,0.21%,-0.91%,0.07%,-0.28%
1/8/2020,1.61%,-0.78%,1.59%,0.83%,0.49%
1/9/2020,2.12%,0.48%,1.25%,1.06%,0.67%
1/10/2020,0.23%,-0.94%,-0.46%,-0.04%,-0.29%
1/13/2020,2.14%,0.43%,1.20%,-0.07%,0.70%
1/14/2020,-1.35%,-1.16%,-0.70%,-0.57%,-0.15%
1/15/2020,-0.43%,-0.40%,0.65%,0.59%,0.19%
1/16/2020,1.25%,0.85%,1.83%,1.00%,0.84%
1/17/2020,1.11%,-0.70%,0.56%,0.24%,0.39%
1/21/2020,-0.68%,1.46%,-0.36%,0.62%,-0.27%
1/22/2020,0.36%,-0.24%,-0.48%,3.39%,0.03%
1/23/2020,0.48%,-0.15%,0.62%,-0.71%,0.11%
1/24/2020,-0.29%,-1.22%,-1.01%,-1.62%,-0.90%
1/27/2020,-2.94%,-1.79%,-1.67%,-1.38%,-1.57%
1/28/2020,2.83%,1.36%,1.96%,0.67%,1.01%
1/29/2020,2.09%,0.26%,1.56%,-1.33%,-0.09%
1/30/2020,-0.14%,0.68%,2.82%,-0.67%,0.31%
1/31/2020,-4.43%,7.38%,-1.48%,5.09%,-1.77%
2/3/2020,-0.27%,-0.23%,2.44%,1.77%,0.73%
2/4/2020,3.30%,2.27%,3.29%,1.94%,1.50%
2/5/2020,0.82%,-0.48%,-0.12%,4.84%,1.13%
2/6/2020,1.17%,0.51%,2.07%,0.28%,0.33%
2/7/2020,-1.59%,1.42%,0.14%,-2.14%,-0.54%
2/10/2020,0.47%,2.63%,2.62%,0.66%,0.73%
2/11/2020,-0.60%,0.79%,-2.26%,-0.62%,0.17%
2/12/2020,2.37%,0.43%,0.15%,1.19%,0.65%
2/13/2020,-0.71%,-0.47%,-0.54%,-0.64%,-0.16%
2/14/2020,0.02%,-0.70%,0.89%,-2.34%,0.18%
2/18/2020,-1.83%,0.97%,1.01%,0.27%,-0.29%
2/19/2020,1.45%,0.67%,0.03%,-0.16%,0.47%
2/20/2020,-1.03%,-0.79%,-1.53%,0.24%,-0.38%
2/21/2020,-2.26%,-2.65%,-3.16%,-0.91%,-1.05%
2/24/2020,-4.75%,-4.14%,-4.31%,-2.28%,-3.35%
2/25/2020,-3.39%,-1.82%,-1.65%,-3.22%,-3.03%
2/26/2020,1.59%,0.35%,1.25%,-1.38%,-0.38%
2/27/2020,-6.54%,-4.81%,-7.05%,-4.75%,-4.42%
2/28/2020,-0.06%,-0.03%,2.42%,-2.22%,-0.82%
3/2/2020,9.31%,3.73%,6.65%,3.19%,4.60%
3/3/2020,-3.18%,-2.30%,-4.79%,-4.02%,-2.81%
3/4/2020,4.64%,3.50%,3.67%,4.13%,4.22%
3/5/2020,-3.24%,-2.62%,-2.51%,-3.48%,-3.39%
3/6/2020,-1.33%,-1.19%,-2.83%,-1.40%,-1.71%
3/9/2020,-7.91%,-5.29%,-6.78%,-7.77%,-7.60%
3/10/2020,7.20%,5.07%,6.84%,5.91%,4.94%
3/11/2020,-3.47%,-3.75%,-4.53%,-5.45%,-4.89%
3/12/2020,-9.88%,-7.92%,-9.48%,-12.85%,-9.51%
3/13/2020,11.98%,6.46%,14.22%,5.00%,9.29%
3/16/2020,-12.86%,-5.37%,-14.74%,-8.22%,-11.98%
3/17/2020,4.40%,7.03%,8.23%,7.64%,6.00%
3/18/2020,-2.45%,1.23%,-4.21%,-2.91%,-5.18%
3/19/2020,-0.77%,2.78%,1.65%,-3.10%,0.47%
3/20/2020,-6.35%,-1.85%,-3.76%,-4.93%,-4.34%
3/23/2020,-2.12%,3.07%,-1.00%,-0.65%,-2.93%
3/24/2020,10.03%,1.96%,9.09%,11.30%,9.38%
3/25/2020,-0.55%,-2.80%,-0.96%,0.35%,1.15%
3/26/2020,5.26%,3.69%,6.26%,6.65%,6.24%
